"KeyVaultName","SubscriptionName","SubscriptionId","ResourceGroupName","Location","ResourceId","VaultUri","Sku","TenantId","EnabledForDeployment","EnabledForDiskEncryption","EnabledForTemplateDeployment","EnableSoftDelete","SoftDeleteRetentionInDays","EnablePurgeProtection","EnableRbacAuthorization","PublicNetworkAccess","PrivateEndpointConnections","Tags","DiagnosticSettings"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m1","44ed7020-9317-42fa-8d84-d2dd76102c0d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-m3","97a9fb0d-09a4-416a-b505-f554f35132b3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-ltg-prod","03bc628f-70db-42e5-bdcf-9c60f20ca07d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CP-Finance-Dev","87491dab-7122-4fe0-87a9-f316995a84c5",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"CPS System Design Studio","5c641087-dba0-4e1b-9745-853d8d2bf28e",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m7","9319b65f-1c96-41ab-b81c-a253794c294b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m7","9319b65f-1c96-41ab-b81c-a253794c294b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m7","9319b65f-1c96-41ab-b81c-a253794c294b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m7","9319b65f-1c96-41ab-b81c-a253794c294b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-prod","6101bdae-0944-4702-9dd3-0401fd4270a2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-prod","6101bdae-0944-4702-9dd3-0401fd4270a2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-prod","6101bdae-0944-4702-9dd3-0401fd4270a2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m4","8d577978-79b6-4b35-a99e-2f54818ad43b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m4","8d577978-79b6-4b35-a99e-2f54818ad43b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m4","8d577978-79b6-4b35-a99e-2f54818ad43b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-sc-m4","8d577978-79b6-4b35-a99e-2f54818ad43b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-qa","f5d5066b-9e85-447c-99d9-9e53412e72de",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-qa","f5d5066b-9e85-447c-99d9-9e53412e72de",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-qa","f5d5066b-9e85-447c-99d9-9e53412e72de",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-prod","6ecfcdcd-70ca-4915-98a2-570878487ee0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-prod","6ecfcdcd-70ca-4915-98a2-570878487ee0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-prod","6ecfcdcd-70ca-4915-98a2-570878487ee0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-prod","6ecfcdcd-70ca-4915-98a2-570878487ee0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-qa","d1240b78-9475-4ad0-8430-9fd415df531a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-qa","d1240b78-9475-4ad0-8430-9fd415df531a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-qa","d1240b78-9475-4ad0-8430-9fd415df531a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-schain-qa","d1240b78-9475-4ad0-8430-9fd415df531a",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Customer Technical Training Azure Hosting","f9f1a3db-45b1-4aa0-9ab0-84d1939e0f9d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Customer Technical Training Azure Hosting","f9f1a3db-45b1-4aa0-9ab0-84d1939e0f9d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Customer Technical Training Azure Hosting","f9f1a3db-45b1-4aa0-9ab0-84d1939e0f9d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-finance-prod","569da548-7d04-4a5f-b539-9a673ae15730",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-m7","93bbc92d-8f4c-4b94-b89d-3fb7b9579fe3",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Sandbox","25caab65-0fea-46ee-aa08-af14b24b23c2",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demand-planning-cloud","c1b0f3db-52fc-45ea-a8cb-957ad7eb3857",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"cp-mdata-prod","07ae5604-ed2a-4810-a0e2-c864b3265599",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Document Locator SB","138e013c-8ad1-4cfd-bc11-47711028ff10",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PROD","2dd0a547-74d7-48a7-bb0c-f011554241ac",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EAD-EDQ-CDM-PREPROD","a7de2156-861d-4bf6-a4c3-ef58bec1455d",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Document Locator","e2be568f-b2f5-4a68-8cc6-f2873ae5ff13",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Dynatrace_Azure","a6dc1b8d-51f6-4916-af7e-be8774a03f31",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
"kv-cdm-qa-yncm","EAD-EDQ-IPOS-NONPROD","09fea1bb-a55c-4e65-bb28-cdef9d4f3930","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
"kv-cdm-qa-yncm","ece-pae-llm","8a6f09fe-e52d-4ff3-8fed-f2483a88d5b2","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
"kv-cdm-qa-yncm","dfx-agents","938aa694-84e3-4771-8c01-220bb6deaa91","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
"kv-cdm-qa-yncm","EAD-EDQ-CDM-SANDBOX-DISCRETE","a6f60ef9-1c2d-4f58-bc52-f4159aa24b17","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
"kv-cdm-qa-yncm","EAD-EDQ-CDM-PREPROD-DISCRETE","ff0e755f-2927-410b-8631-b87ddc9e3e20","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
"kv-cdm-qa-yncm","EAIG AI POC","f25839cf-3850-4b1d-a441-c97620baf34a","rg-cdm-qa-yncm","westus2","/subscriptions/ff0e755f-2927-410b-8631-b87ddc9e3e20/resourceGroups/rg-cdm-qa-yncm/providers/Microsoft.KeyVault/vaults/kv-cdm-qa-yncm","https://kv-cdm-qa-yncm.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90","True","False","Enabled","Not configured","Environment=qa; project_id=cdm","Configured (1 setting(s))"
,"ece-ai","dd5b1625-6046-46a2-ae1b-836ab8e050db",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"ECND SW Engineering","fd784601-0140-45b0-b5b2-caaf06d64769",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"ECND SW Engineering","fd784601-0140-45b0-b5b2-caaf06d64769",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"ECVD Azure Media Benchmark","35c442fb-63ca-4b3f-aff0-f1c7498e9b72",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"ECVD Azure Media Benchmark","35c442fb-63ca-4b3f-aff0-f1c7498e9b72",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Edgecsp","8bcf6251-4681-4553-9c61-099257a9d359",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Edgecsp","8bcf6251-4681-4553-9c61-099257a9d359",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EmaAzureDevTesting","eb534d1e-4403-425f-94e9-1855db4f600f",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Hosting Sandbox","4b33378b-55e4-4a16-a5e2-3b5d07f025f1",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance App Engg - Prod","b5219297-a687-4c27-a12b-6d1822fb526e",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"EUC Engineering Training","dcbb93f2-eb20-449f-a1f8-16b8047112f6",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Endpoint Management Assistant EMEAT","bfa37ffb-aa06-4244-adb8-b18c1686a7bd",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Endpoint Management Assistant EMEAT","bfa37ffb-aa06-4244-adb8-b18c1686a7bd",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Endpoint Management Assistant EMEAT","bfa37ffb-aa06-4244-adb8-b18c1686a7bd",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance and Quality","0113e9c1-1372-4ada-be23-5f606cf6127c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance and Quality","0113e9c1-1372-4ada-be23-5f606cf6127c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Enterprise Data Governance and Quality","0113e9c1-1372-4ada-be23-5f606cf6127c",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"Engineering Applications","2e3f2b7d-c690-43b8-acfe-4bcc71eaa53b",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"demandplanningcloud","d3a9f39f-6103-4f3c-87a3-8dab9eb452c8",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
,"DEO Preprod","d215e243-3468-423a-9e33-bfbb7460b263",,,,,,,,,,,,,,,"Not configured","None","Unable to retrieve"
