"KeyVaultName","SubscriptionName","SubscriptionId","ResourceGroupName","Location","ResourceId","VaultUri","Sku","TenantId","EnabledForDeployment","EnabledForDiskEncryption","EnabledForTemplateDeployment","EnableSoftDelete","SoftDeleteRetentionInDays","EnablePurgeProtection","EnableRbacAuthorization","PublicNetworkAccess","PrivateEndpointConnections","Tags","DiagnosticSettings"
"kv-cs-dev-iqev","Corporate Services Data Lake PreProd","40b1c42c-9278-45cf-88a0-c2e2f2a39af0","rg-cs-dev-iqev","westus2","/subscriptions/40b1c42c-9278-45cf-88a0-c2e2f2a39af0/resourceGroups/rg-cs-dev-iqev/providers/Microsoft.KeyVault/vaults/kv-cs-dev-iqev","https://kv-cs-dev-iqev.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=ip; project_id=cs; business_tier=tier3; environment=dev","Configured (1 setting(s))"
"cp-kv-mdata-m4-xd","cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0","cp-rg-mdata-m4-xd","westus","/subscriptions/f62c5045-19ec-4f6b-880c-8d0083a2288a/resourceGroups/cp-rg-mdata-m4-xd/providers/Microsoft.KeyVault/vaults/cp-kv-mdata-m4-xd","https://cp-kv-mdata-m4-xd.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=cp; project_id=mdata; business_tier=tier1b; environment=m4","Configured (1 setting(s))"
"cp-kv-wkf-dev1-ij","cp-workforce-dev","b2fa47a7-4c25-4947-9905-aa38badcc39f","cp-rg-wkf-dev1-ij","westus","/subscriptions/b2fa47a7-4c25-4947-9905-aa38badcc39f/resourceGroups/cp-rg-wkf-dev1-ij/providers/Microsoft.KeyVault/vaults/cp-kv-wkf-dev1-ij","https://cp-kv-wkf-dev1-ij.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=cp; project_id=wkf; business_tier=tier3; environment=dev1","Configured (1 setting(s))"
"cp-kv-mdata-qa-xy","cp-mdata-qa","0a931deb-50a5-40b3-8090-c04223702669","cp-rg-mdata-qa-xy","westus2","/subscriptions/0a931deb-50a5-40b3-8090-c04223702669/resourceGroups/cp-rg-mdata-qa-xy/providers/Microsoft.KeyVault/vaults/cp-kv-mdata-qa-xy","https://cp-kv-mdata-qa-xy.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=cp; project_id=mdata; business_tier=tier1b; environment=qa","Configured (1 setting(s))"
"cp-kv-wkf-qa-vo","cp-workforce-qa","f5d5066b-9e85-447c-99d9-9e53412e72de","cp-rg-wkf-qa-vo","westus2","/subscriptions/f5d5066b-9e85-447c-99d9-9e53412e72de/resourceGroups/cp-rg-wkf-qa-vo/providers/Microsoft.KeyVault/vaults/cp-kv-wkf-qa-vo","https://cp-kv-wkf-qa-vo.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=cp; project_id=wkf; business_tier=tier3; environment=qa","Configured (1 setting(s))"
"if-kv-cif-m4-fr","if-deo-m4","46a069a3-3b76-44be-a2a5-69187cf551b3","if-rg-cif-m4-fr","westus","/subscriptions/46a069a3-3b76-44be-a2a5-69187cf551b3/resourceGroups/if-rg-cif-m4-fr/providers/Microsoft.KeyVault/vaults/if-kv-cif-m4-fr","https://if-kv-cif-m4-fr.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=if; project_id=cif; business_tier=tier3; environment=m4","Configured (1 setting(s))"
"if-kv-smg-prod-uq","if-m2r-qa","64185b88-daf1-483c-85ca-2439a8151d1e","if-rg-smg-prod-uq","westus2","/subscriptions/3ff6c00c-9fcc-43dc-b0e7-c88f16a04090/resourceGroups/if-rg-smg-prod-uq/providers/Microsoft.KeyVault/vaults/if-kv-smg-prod-uq","https://if-kv-smg-prod-uq.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=if; project_id=smg; business_tier=tier3; environment=prod","Configured (1 setting(s))"
"if-kv-smg-prod-uq","if-m2r-prod","3ff6c00c-9fcc-43dc-b0e7-c88f16a04090","if-rg-smg-prod-uq","westus2","/subscriptions/3ff6c00c-9fcc-43dc-b0e7-c88f16a04090/resourceGroups/if-rg-smg-prod-uq/providers/Microsoft.KeyVault/vaults/if-kv-smg-prod-uq","https://if-kv-smg-prod-uq.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=if; project_id=smg; business_tier=tier3; environment=prod","Configured (1 setting(s))"
"if-kv-mdata-dev1-su","if-mdata-dev1","2b2b8b1f-94aa-43db-b763-77d12086e616","if-rg-mdata-dev1-su","westus","/subscriptions/2b2b8b1f-94aa-43db-b763-77d12086e616/resourceGroups/if-rg-mdata-dev1-su/providers/Microsoft.KeyVault/vaults/if-kv-mdata-dev1-su","https://if-kv-mdata-dev1-su.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=if; project_id=mdata; business_tier=tier1b; environment=dev1","Configured (1 setting(s))"
"if-kv-fin-m4-xw","if-finance-m4","41dd48c1-5ea8-4b4f-9b8b-fe1ad0167f57","if-rg-fin-m4-xw","westus","/subscriptions/41dd48c1-5ea8-4b4f-9b8b-fe1ad0167f57/resourceGroups/if-rg-fin-m4-xw/providers/Microsoft.KeyVault/vaults/if-kv-fin-m4-xw","https://if-kv-fin-m4-xw.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=if; project_id=fin; business_tier=tier1b; environment=m4","Configured (1 setting(s))"
"IREP-KeyVault","Intel Retail Edge Program - IREP","c3dfc058-9140-451c-97d6-f14f6fc72df1","irep-prod-rg","westus","/subscriptions/c3dfc058-9140-451c-97d6-f14f6fc72df1/resourceGroups/irep-prod-rg/providers/Microsoft.KeyVault/vaults/IREP-KeyVault","https://irep-keyvault.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","True","True","90",,"False","Enabled","Not configured","","Configured (1 setting(s))"
"kvgaascommon","Intel IT Hybrid Cloud Express Route IGBN","ff83adb2-a0d5-4c0d-b367-508fec6a53cb","gaascommon","westus2","/subscriptions/cbcf4ac1-5953-41e9-afc5-f3e3e8c0f27f/resourceGroups/gaascommon/providers/Microsoft.KeyVault/vaults/kvgaascommon","https://kvgaascommon.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","True","True","90","True","True","Disabled","Not configured","iapnumber=39588; environment=dev","Configured (1 setting(s))"
"akv-neu-phd-test01","LaaS_Delve","8e53cf03-f879-4167-a3cf-e31d2b96e920","pact-phd-test","northeurope","/subscriptions/8e53cf03-f879-4167-a3cf-e31d2b96e920/resourceGroups/pact-phd-test/providers/Microsoft.KeyVault/vaults/akv-neu-phd-test01","https://akv-neu-phd-test01.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","True","True","90","True","False","Enabled","Not configured","project=pact-phd; iap=15846; TechnicalContact=james.d.ralston@intel.com; Environment=test","Configured (1 setting(s))"
"laascloudeng","LATAM CCG TSS","dac1ed82-b278-4fef-9429-5f0b27c1fa40","laas-cloudeng-functions","westus2","/subscriptions/133a5566-79df-495c-aea8-d7771bff23a9/resourceGroups/laas-cloudeng-functions/providers/Microsoft.KeyVault/vaults/laascloudeng","https://laascloudeng.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","False","Enabled","Not configured","IAP=19716","Configured (1 setting(s))"
"laascloudeng","LaaS-2","133a5566-79df-495c-aea8-d7771bff23a9","laas-cloudeng-functions","westus2","/subscriptions/133a5566-79df-495c-aea8-d7771bff23a9/resourceGroups/laas-cloudeng-functions/providers/Microsoft.KeyVault/vaults/laascloudeng","https://laascloudeng.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","False","Enabled","Not configured","IAP=19716","Configured (1 setting(s))"
