"KeyVaultName","SubscriptionName","SubscriptionId","ResourceGroupName","Location","ResourceId","VaultUri","Sku","TenantId","EnabledForDeployment","EnabledForDiskEncryption","EnabledForTemplateDeployment","EnableSoftDelete","SoftDeleteRetentionInDays","EnablePurgeProtection","EnableRbacAuthorization","PublicNetworkAccess","PrivateEndpointConnections","Tags","DiagnosticSettings"
"kv-a1s-api-dev-westus2","altera-1source","ef62db01-c095-4720-b836-ed40ec5348f0","rg-a1s-dev-api","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-a1s-dev-api/providers/Microsoft.KeyVault/vaults/kv-a1s-api-dev-westus2","https://kv-a1s-api-dev-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Disabled","Not configured","owner=AS1; deployment=a1s_api; environment=dev","Configured (1 setting(s))"
"kv-a1s-api-dev-westus2","altera-engos-engapps","6940fa25-568c-4e0a-9cb2-9cff87a9c7c0","rg-a1s-dev-api","westus2","/subscriptions/ef62db01-c095-4720-b836-ed40ec5348f0/resourceGroups/rg-a1s-dev-api/providers/Microsoft.KeyVault/vaults/kv-a1s-api-dev-westus2","https://kv-a1s-api-dev-westus2.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Disabled","Not configured","owner=AS1; deployment=a1s_api; environment=dev","Configured (1 setting(s))"
"scsonar1","APPI","10d18a23-d954-46a7-a322-10d9f3a21b65","rg-appi-resources","westus","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/scsonar1","https://scsonar1.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90","True","False","Disabled","Not configured","","Configured (1 setting(s))"
"kv-shared-sandbox-westus","agenticbot-azure","a41ecb33-d26d-4f71-a4fb-11632a5d0e6a","rg-kv-shared-sandbox-westus2","westus2","/subscriptions/7d693076-29bc-4942-8de5-0ff8d3ed9590/resourceGroups/rg-kv-shared-sandbox-westus2/providers/Microsoft.KeyVault/vaults/kv-shared-sandbox-westus","https://kv-shared-sandbox-westus.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True",,"True","False","Enabled","Not configured","Purpose=Shared Key Vault; Environment=sandbox; Project=Animate","Configured (2 setting(s))"
"nga-packer-central","1Source Pre-Production","feff5c33-098d-41a4-b715-45431385fdb4","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","Advanced Analytics Platform PreProd","1288dc45-ac66-43bd-af87-2150d007fd45","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"scsonar1","ADO_DevOps","e06b2ed9-663c-48b0-bf8e-9a725ebf63ca","rg-appi-resources","westus","/subscriptions/10d18a23-d954-46a7-a322-10d9f3a21b65/resourceGroups/rg-appi-resources/providers/Microsoft.KeyVault/vaults/scsonar1","https://scsonar1.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","90","True","False","Disabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"laasaInfraKV","altera-nga","ccdd4529-0b6b-42c4-a609-80691c0f58f5","LaasAInfraRG","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/LaasAInfraRG/providers/Microsoft.KeyVault/vaults/laasaInfraKV","https://laasainfrakv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","True","Enabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","account-pulse-ai","20887ed9-4574-4347-9c2e-18013750b5c1","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"laasaInfraKV","account-pulse-ai","20887ed9-4574-4347-9c2e-18013750b5c1","LaasAInfraRG","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/LaasAInfraRG/providers/Microsoft.KeyVault/vaults/laasaInfraKV","https://laasainfrakv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","True","Enabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","AI Debug Agent","c6b9fe90-7893-4c9e-990e-f001e413d3a4","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","1sourcegithub","81153935-ab16-4ce3-90c2-e47e2ad420e3","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"laasaInfraKV","1sourcegithub","81153935-ab16-4ce3-90c2-e47e2ad420e3","LaasAInfraRG","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/LaasAInfraRG/providers/Microsoft.KeyVault/vaults/laasaInfraKV","https://laasainfrakv.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","True","True","True","True","90","True","True","Enabled","Not configured","","Configured (1 setting(s))"
"nga-packer-central","acehub","c9d276ca-34a0-4f8e-9a8a-3e3c82356d98","nga-packer","westus2","/subscriptions/ccdd4529-0b6b-42c4-a609-80691c0f58f5/resourceGroups/nga-packer/providers/Microsoft.KeyVault/vaults/nga-packer-central","https://nga-packer-central.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"rachelazureml09593297712","CCE_Global_GAI","4e3f6333-fc3a-48c1-a5ec-5e48b2e331c3","Rachel-AzureML01-RG","eastus2","/subscriptions/28577bd0-a338-42f8-b3ce-6bf80ed1639d/resourceGroups/Rachel-AzureML01-RG/providers/Microsoft.KeyVault/vaults/rachelazureml09593297712","https://rachelazureml09593297712.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False",,,"True",,,"False","Enabled","Not configured","","Configured (1 setting(s))"
"cp-kv-cif-m3-qr","corp-mdata-m2","56e5922c-28e5-4842-8d7e-2cb9127450c5","cp-rg-cif-m3-qr","westus","/subscriptions/ef2597f7-212a-49bb-b2ea-c37e883f8cf0/resourceGroups/cp-rg-cif-m3-qr/providers/Microsoft.KeyVault/vaults/cp-kv-cif-m3-qr","https://cp-kv-cif-m3-qr.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=cif; business_entity=cp; business_tier=tier3; iac-tool=terraform; environment=m3","Configured (1 setting(s))"
"cp-kv-iac-dev-op","CP - Central Data Store - PreProd","125ec4a5-fc66-4f38-8b0d-bb8fb9e3510a","cp-rg-iac-dev-op","westus2","/subscriptions/125ec4a5-fc66-4f38-8b0d-bb8fb9e3510a/resourceGroups/cp-rg-iac-dev-op/providers/Microsoft.KeyVault/vaults/cp-kv-iac-dev-op","https://cp-kv-iac-dev-op.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Disabled","Not configured","created_by=abhishekx.chandra@intel.com; infra-as-code=false","Configured (1 setting(s))"
"cp-kv-cda-alldb-dev-cn","CP - Central Data Store - PreProd","125ec4a5-fc66-4f38-8b0d-bb8fb9e3510a","cp-rg-cda-dev-cn","westus2","/subscriptions/125ec4a5-fc66-4f38-8b0d-bb8fb9e3510a/resourceGroups/cp-rg-cda-dev-cn/providers/Microsoft.KeyVault/vaults/cp-kv-cda-alldb-dev-cn","https://cp-kv-cda-alldb-dev-cn.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; iac-tool=terraform; business_entity=cp; project_id=cda; environment=dev","Configured (1 setting(s))"
"cp-kv-iac-m4-og","cp-cda-m4","4bc9606f-4ab8-4c2c-8e63-15f2f56d58f8","cp-rg-iac-m4-og","westus","/subscriptions/4bc9606f-4ab8-4c2c-8e63-15f2f56d58f8/resourceGroups/cp-rg-iac-m4-og/providers/Microsoft.KeyVault/vaults/cp-kv-iac-m4-og","https://cp-kv-iac-m4-og.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","created by=arjunx.warrier; iac=false","Configured (1 setting(s))"
"cp-kv-iac-m1-og","cp-cda-preprod-m1","93fce89b-91fd-468e-8fbf-f6f817630dc8","cp-rg-iac-m1-og","westus","/subscriptions/93fce89b-91fd-468e-8fbf-f6f817630dc8/resourceGroups/cp-rg-iac-m1-og/providers/Microsoft.KeyVault/vaults/cp-kv-iac-m1-og","https://cp-kv-iac-m1-og.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","90",,"True","Enabled","Not configured","","Configured (1 setting(s))"
"cp-kv-fin-dev1-sz","corp-ltg-m2","a740eb64-e03b-47ae-bfcd-27dfb5dea810","cp-rg-fin-dev1-sz","westus","/subscriptions/de8f9107-fb7c-4a84-834a-bc88e4349ce7/resourceGroups/cp-rg-fin-dev1-sz/providers/Microsoft.KeyVault/vaults/cp-kv-fin-dev1-sz","https://cp-kv-fin-dev1-sz.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=fin; business_entity=cp; business_tier=tier1b; iac-tool=terraform; environment=dev1","Configured (1 setting(s))"
"cp-kv-ftm-qa-ve","cp-csdatalake-prod","45dc0e8e-38b8-4489-a78c-8801a476bfc5","cp-rg-ftm-qa-ve","westus2","/subscriptions/b22407dd-9bee-449f-b1b5-8733960b1f77/resourceGroups/cp-rg-ftm-qa-ve/providers/Microsoft.KeyVault/vaults/cp-kv-ftm-qa-ve","https://cp-kv-ftm-qa-ve.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=ftm; business_entity=cp; business_tier=tier3; iac-tool=terraform; environment=qa","Configured (1 setting(s))"
"cp-kv-grl-dev1-ij","corp-sc-dev1","2068c3a9-f614-417b-b293-7a6933bc4223","cp-rg-grl-dev1-ij","westus","/subscriptions/2068c3a9-f614-417b-b293-7a6933bc4223/resourceGroups/cp-rg-grl-dev1-ij/providers/Microsoft.KeyVault/vaults/cp-kv-grl-dev1-ij","https://cp-kv-grl-dev1-ij.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","True","False","True","7","True","True","Enabled","Not configured","infra-as-code=true; project_id=grl; business_entity=cp; business_tier=tier2b; iac-tool=terraform; environment=dev1","Configured (1 setting(s))"
"cp-kv-ltg-qa-qo","cp-ltg-qa","95497c14-5fcf-4803-8ee6-861be4aa4dbd","cp-rg-ltg-qa-qo","westus2","/subscriptions/95497c14-5fcf-4803-8ee6-861be4aa4dbd/resourceGroups/cp-rg-ltg-qa-qo/providers/Microsoft.KeyVault/vaults/cp-kv-ltg-qa-qo","https://cp-kv-ltg-qa-qo.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=ltg; business_entity=cp; business_tier=tier3; iac-tool=terraform; environment=qa","Configured (1 setting(s))"
"cp-kv-ltg-m7-ir","cp-ltg-m7","17e9438b-2a9c-4480-bb80-4f0615ee6d30","cp-rg-ltg-m7-ir","westus","/subscriptions/17e9438b-2a9c-4480-bb80-4f0615ee6d30/resourceGroups/cp-rg-ltg-m7-ir/providers/Microsoft.KeyVault/vaults/cp-kv-ltg-m7-ir","https://cp-kv-ltg-m7-ir.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=ltg; business_entity=cp; business_tier=tier3; iac-tool=terraform; environment=m7","Configured (1 setting(s))"
"cp-kv-mdata-m3-kh","cp-mdata-m1","8db5f735-764c-4034-9755-df0555c48dc4","cp-rg-mdata-m3-kh","westus","/subscriptions/9c049832-837c-460f-98e8-049e42d87cb0/resourceGroups/cp-rg-mdata-m3-kh/providers/Microsoft.KeyVault/vaults/cp-kv-mdata-m3-kh","https://cp-kv-mdata-m3-kh.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=mdata; business_entity=cp; business_tier=tier1b; iac-tool=terraform; environment=m3","Configured (1 setting(s))"
"cp-kv-mdata-m3-kh","cp-mdata-m3","9c049832-837c-460f-98e8-049e42d87cb0","cp-rg-mdata-m3-kh","westus","/subscriptions/9c049832-837c-460f-98e8-049e42d87cb0/resourceGroups/cp-rg-mdata-m3-kh/providers/Microsoft.KeyVault/vaults/cp-kv-mdata-m3-kh","https://cp-kv-mdata-m3-kh.vault.azure.net/","Standard","46c98d88-e344-4ed4-8496-4ed7712e255d","False","False","False","True","7",,"True","Enabled","Not configured","infra-as-code=true; project_id=mdata; business_entity=cp; business_tier=tier1b; iac-tool=terraform; environment=m3","Configured (1 setting(s))"
